dw_date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
11/13/2050,1070.0,231.0,768.0,174.0,764.0,107.0,48.0,335.0,44.3,134.0,112.0,17.8,30.6,38.5,41.4,214.0,248.0,75.2,567.0,80.8,37.0,126.0,5.49,1.23,
11/14/2050,962.0,227.0,766.0,170.0,3960.0,107.0,48.5,331.0,47.4,125.0,112.0,18.1,30.6,34.9,37.4,202.0,226.0,75.4,541.0,84.1,38.7,124.0,5.78,0.83,
11/15/2050,900.0,8540.0,765.0,169.0,4200.0,103.0,48.1,320.0,44.8,118.0,116.0,23.3,29.8,35.7,34.9,195.0,213.0,78.4,523.0,79.8,37.7,122.0,7.17,2.25,
11/16/2050,857.0,17000.0,738.0,169.0,2300.0,107.0,44.2,305.0,42.4,114.0,113.0,22.5,30.6,36.2,33.3,192.0,203.0,79.8,518.0,79.2,35.9,121.0,7.86,3.16,
11/17/2050,826.0,7670.0,719.0,174.0,23000.0,118.0,43.9,301.0,42.9,103.0,109.0,22.0,28.6,36.2,30.7,195.0,196.0,78.7,507.0,79.6,34.7,118.0,8.09,6.27,
11/18/2050,830.0,3160.0,713.0,172.0,6630.0,110.0,45.8,306.0,46.3,101.0,115.0,23.7,29.6,39.6,29.2,190.0,190.0,78.5,496.0,82.1,36.0,112.0,7.83,8.99,
11/19/2050,1150.0,2000.0,703.0,168.0,4190.0,111.0,45.3,308.0,47.3,99.4,117.0,28.3,32.4,40.6,30.5,188.0,177.0,73.9,486.0,83.9,36.2,108.0,9.57,8.67,
11/20/2050,1060.0,1570.0,682.0,182.0,3400.0,112.0,38.4,309.0,46.6,153.0,142.0,28.2,34.4,37.5,32.2,178.0,168.0,71.1,472.0,84.9,35.3,106.0,9.9,9.81,
11/21/2050,926.0,1330.0,673.0,174.0,2990.0,115.0,41.9,306.0,45.8,565.0,155.0,28.8,34.6,38.5,33.6,173.0,166.0,70.5,455.0,84.4,36.5,105.0,10.1,8.21,
11/22/2050,858.0,1170.0,654.0,169.0,5370.0,115.0,46.2,294.0,47.0,471.0,148.0,28.6,35.5,36.2,39.1,159.0,172.0,66.7,444.0,85.6,37.5,102.0,11.2,5.94,
11/23/2050,1010.0,1070.0,642.0,164.0,3580.0,119.0,54.5,285.0,52.2,328.0,136.0,26.6,36.3,34.7,39.8,155.0,172.0,64.2,440.0,85.8,37.7,98.9,13.0,4.33,
11/24/2050,1130.0,968.0,638.0,155.0,2940.0,120.0,56.3,290.0,52.9,274.0,125.0,26.4,35.2,35.7,38.7,155.0,170.0,63.3,436.0,86.0,37.8,99.3,14.7,4.73,
11/25/2050,914.0,884.0,629.0,156.0,2570.0,119.0,53.4,305.0,49.5,233.0,119.0,33.0,36.0,52.1,35.2,156.0,171.0,64.9,427.0,84.7,38.5,97.3,15.2,6.75,
11/26/2050,825.0,834.0,630.0,154.0,2380.0,120.0,53.6,336.0,50.8,206.0,114.0,47.3,37.5,70.4,37.0,156.0,169.0,65.2,409.0,81.8,37.5,91.3,23.1,6.89,
11/27/2050,783.0,799.0,626.0,156.0,2210.0,146.0,55.0,332.0,53.8,187.0,110.0,36.7,37.6,63.5,39.5,167.0,169.0,66.9,391.0,80.0,36.6,98.4,24.0,5.23,
11/28/2050,753.0,763.0,610.0,153.0,2040.0,240.0,56.1,314.0,55.9,185.0,111.0,35.6,37.1,70.5,36.5,592.0,170.0,67.5,385.0,79.3,40.3,98.4,34.4,4.06,
11/29/2050,726.0,739.0,591.0,153.0,1940.0,201.0,59.4,303.0,55.8,177.0,110.0,46.2,36.8,63.0,35.2,968.0,167.0,67.7,386.0,81.6,50.4,96.8,61.0,4.5,
11/30/2050,691.0,722.0,579.0,148.0,1850.0,172.0,106.0,296.0,56.6,167.0,105.0,38.8,36.3,56.8,33.9,751.0,164.0,67.4,383.0,86.5,48.9,101.0,44.4,5.32,
12/01/2050,670.0,696.0,563.0,147.0,1770.0,143.0,60.0,295.0,55.5,172.0,101.0,32.0,37.2,55.0,32.3,589.0,157.0,67.6,381.0,84.3,48.5,100.0,36.4,6.01,
12/02/2050,646.0,746.0,554.0,149.0,1670.0,145.0,56.0,298.0,54.7,208.0,104.0,30.7,37.4,54.4,30.1,499.0,156.0,66.7,371.0,81.1,49.1,100.0,33.7,5.84,
12/03/2050,624.0,794.0,553.0,151.0,1590.0,134.0,60.5,291.0,56.4,215.0,105.0,34.0,38.8,48.1,29.8,438.0,215.0,68.8,359.0,82.0,48.9,99.8,29.5,5.4,
12/04/2050,626.0,778.0,563.0,152.0,1530.0,131.0,59.0,279.0,56.8,213.0,105.0,35.4,39.5,45.8,31.4,403.0,338.0,70.4,345.0,80.6,47.7,101.0,25.5,4.9,
12/05/2050,623.0,737.0,579.0,153.0,1480.0,132.0,59.0,277.0,53.0,192.0,105.0,39.7,40.2,44.9,32.9,375.0,537.0,69.9,338.0,78.9,47.4,99.7,24.5,4.95,
12/06/2050,606.0,704.0,556.0,147.0,1460.0,140.0,59.9,273.0,51.8,185.0,105.0,39.6,39.7,43.5,32.6,349.0,591.0,79.9,340.0,79.2,45.9,100.0,25.3,5.1,
12/07/2050,590.0,682.0,535.0,149.0,1420.0,129.0,58.6,269.0,53.2,181.0,105.0,42.8,40.1,41.7,31.5,331.0,579.0,100.0,369.0,78.6,43.8,94.8,26.4,4.83,
12/08/2050,569.0,1300.0,531.0,149.0,1330.0,136.0,56.8,268.0,52.4,182.0,105.0,48.9,40.7,41.6,32.6,321.0,481.0,125.0,538.0,79.6,43.5,95.4,25.5,4.97,
12/09/2050,552.0,932.0,710.0,151.0,1270.0,133.0,58.7,272.0,59.2,176.0,105.0,45.2,41.2,42.2,32.5,310.0,404.0,161.0,733.0,80.5,44.8,92.8,24.1,5.37,
12/10/2050,539.0,860.0,920.0,146.0,1210.0,128.0,60.7,271.0,62.3,166.0,108.0,46.4,39.3,41.3,34.7,301.0,362.0,143.0,592.0,82.5,44.3,89.9,23.0,5.0,
12/11/2050,532.0,823.0,764.0,143.0,1130.0,131.0,62.0,275.0,59.8,160.0,107.0,50.2,36.6,40.0,36.3,296.0,348.0,126.0,517.0,85.6,43.6,86.7,21.9,4.5,
12/12/2050,509.0,856.0,740.0,144.0,1100.0,126.0,63.8,275.0,60.6,162.0,106.0,45.4,36.8,43.5,35.2,289.0,334.0,111.0,488.0,82.0,42.9,82.1,21.7,4.8,
12/13/2050,507.0,831.0,706.0,145.0,1050.0,125.0,64.0,293.0,61.6,159.0,103.0,43.9,38.0,44.6,34.3,427.0,325.0,102.0,473.0,84.3,44.6,85.0,23.5,5.81,
12/14/2050,505.0,790.0,656.0,143.0,991.0,121.0,65.2,279.0,58.4,161.0,104.0,50.9,39.3,43.2,33.9,524.0,310.0,98.1,447.0,82.3,43.6,86.2,24.0,6.73,
12/15/2050,492.0,775.0,636.0,148.0,967.0,124.0,66.3,273.0,57.7,157.0,107.0,54.7,39.7,41.2,35.0,497.0,300.0,95.2,429.0,80.3,42.9,86.3,23.9,7.92,
12/16/2050,487.0,788.0,633.0,143.0,945.0,131.0,65.0,268.0,55.0,149.0,108.0,53.9,40.3,39.4,35.1,446.0,294.0,95.3,400.0,80.7,41.4,86.3,23.5,8.18,
12/17/2050,469.0,769.0,646.0,139.0,915.0,130.0,65.4,264.0,55.3,156.0,104.0,50.4,40.7,39.8,36.7,405.0,289.0,99.2,396.0,77.6,43.4,86.2,22.4,7.78,
12/18/2050,454.0,747.0,662.0,140.0,885.0,122.0,65.7,258.0,55.8,152.0,103.0,50.8,42.5,42.8,40.6,373.0,275.0,94.1,396.0,76.2,40.3,92.2,21.1,8.81,
12/19/2050,439.0,718.0,624.0,138.0,865.0,121.0,66.5,256.0,54.0,150.0,103.0,52.9,43.0,42.9,41.7,355.0,267.0,97.0,400.0,76.0,42.7,89.8,25.6,9.83,
12/20/2050,426.0,688.0,625.0,139.0,850.0,128.0,65.8,253.0,55.1,152.0,109.0,47.4,42.9,43.7,38.0,345.0,258.0,97.8,392.0,77.7,43.3,88.4,26.0,11.4,
12/21/2050,420.0,673.0,584.0,141.0,830.0,128.0,66.0,250.0,56.1,150.0,108.0,43.2,39.9,45.9,36.9,343.0,257.0,98.5,388.0,80.9,46.7,87.2,25.4,11.3,
12/22/2050,409.0,668.0,563.0,150.0,815.0,125.0,63.1,248.0,55.8,144.0,107.0,53.8,39.9,46.1,37.3,336.0,255.0,98.8,380.0,77.1,45.9,86.1,21.7,10.6,
12/23/2050,407.0,647.0,812.0,152.0,804.0,126.0,73.4,238.0,58.2,144.0,105.0,56.8,44.4,45.1,37.2,336.0,257.0,94.9,371.0,78.3,48.2,86.3,20.9,11.7,
12/24/2050,411.0,620.0,808.0,146.0,792.0,122.0,83.2,236.0,61.9,143.0,112.0,50.4,43.9,49.8,36.2,322.0,259.0,90.0,363.0,80.0,48.6,85.0,19.9,12.4,
12/25/2050,420.0,606.0,675.0,143.0,780.0,120.0,80.8,226.0,59.0,137.0,117.0,57.8,40.5,60.3,35.9,309.0,260.0,88.7,361.0,81.1,48.3,84.8,20.0,14.7,
12/26/2050,456.0,593.0,656.0,141.0,765.0,123.0,97.0,229.0,60.2,137.0,119.0,48.4,39.5,57.3,36.2,305.0,259.0,88.2,378.0,81.6,47.8,86.6,21.2,17.5,
12/27/2050,625.0,579.0,636.0,142.0,750.0,119.0,93.5,226.0,62.6,131.0,128.0,43.1,38.6,56.3,36.6,322.0,258.0,88.4,1400.0,81.8,50.2,86.9,21.1,26.6,
12/28/2050,595.0,573.0,621.0,144.0,743.0,119.0,86.4,229.0,62.7,122.0,121.0,42.0,39.7,55.2,36.7,335.0,255.0,88.2,1200.0,82.9,50.9,86.1,19.9,32.9,
12/29/2050,528.0,562.0,624.0,143.0,734.0,120.0,81.5,225.0,61.7,125.0,131.0,41.0,41.8,52.9,36.1,376.0,248.0,89.3,920.0,84.7,49.1,85.7,21.1,25.7,
12/30/2050,490.0,545.0,626.0,141.0,723.0,115.0,83.9,226.0,61.0,125.0,124.0,40.4,38.5,48.0,36.3,353.0,239.0,90.2,816.0,82.9,48.3,84.8,21.9,22.9,
12/31/2050,472.0,530.0,620.0,139.0,710.0,120.0,74.7,229.0,58.9,129.0,125.0,38.3,40.2,46.8,37.0,325.0,237.0,86.4,775.0,84.3,50.7,84.5,22.9,22.5,
